A	B	C	label
你找个普通话口音很重的乡下孩子，比如蓝瘦香菇的那种，试试把他的普通话在很短的时间弄标准有没有可能，好多人还就真的nl不分，fh不分。普通话如此，英语讲标准你觉得可能？日语好多人学几年都分不出来た和だ的真正区别，还短时间练标准......	一句话标准和一段话标准是两码事，一段话标准是一个发音体系问题，一句话标准只是单纯练不练的问题	你看清楚再回我，我举日语的例子就是说明一个发音很多人几年都学不会。和义务教育无关。另外你确实很无知，中国的九年义务教育根本没有规定必须学英语，你完全可以学日语，俄语，东北一大把俄语高考的，多读点书好吗？	others
弟子规不好的地方是什么？	第四是很多东西是个人的基本品德，而不是为了父母怎样怎样。	真没感觉出来，专门搜来看了一下，这不就是日常教孩子的规矩吗？哪里来的百依百顺，脱节？	others
层主可以翻墙多关注一下老斯，他说过很多有建设性的东西，只不过国内媒体并没有提到。回复 壹鈤爲魔 ：至于你说的另外一点。你看看当年跟他一起的老班底，能上去踢的还有几个？德赫亚 瓦伦 杨 卡里克 斯莫林 鲁尼，差不多就这几个了吧？那你看看，这几个除了鲁尼，哪个踢的不好？有的黑么？	我说老斯说的一些没有建设性了？我说的是天天在媒体上批评球队，不但不会帮助球队提高，只会让球队，球员，教练自我怀疑，压力更大，我说错了？	那难道主教练就不批评球队了？都是职业球员，经不起自己老大哥的批评怎么能成长？C罗不也被大家骂过来的？	others
01年始，无与伦比，为杰沉沦。可我还是无法接受14年的专辑，感觉他在诈骗。	哈哈哈哈	你这个笑！哎呦，不错哦！	angry
嗯你是什么专业的	物理	好高端我以前最喜欢的科目之一呵呵	happy
谁跟你说的很多白羊男选择分手的方法就是冷冷冷冷到女生提分手他心情好了就象征性地挽回一两下挽回回来了就继续冷挽回不了就分心情不好就直接分	好吧那还是我提吧话说我也白羊座一样都没什么耐心谢谢楼上	呃这么严重的问题还是仔细考虑不要因为网上一陌生人说的话就冲动了	others
要疯了摩羯男死都不肯告诉我密码	我们摩羯不需要知道别人的密码也不会把密码给别人谈不上有什么见不得人的就是觉得大家都是成年人了这种行为很幼稚	我觉得不会吖我的mj就会主动把别的女生留言发给我看告诉我别乱想然后后来嫌发记录太麻烦就直接说你自己上我q看吧话说我们一起才不到一个月〜理解lz因为我也是多疑的天蝎没事儿总是胡思乱想特爱瞎联想本来可能没什么事儿他越瞒着反而越觉得有问题了	others
就是他妈的凭啥只有女生伤心的份儿	姐们咱不委屈自己凭什么在他们面前委曲求全啊呵呵你和他好好谈谈吧如果爱就好好的别来冷暴力女孩子如果能强大到他什么都不担心了那要他干什么如果不爱就分了吧谁也别耽误谁	我谈过如果不在乎就不回去谈了有时候我觉得是我想多了我想恋爱一定要经营的所以多些忍耐和包容吧他就这种性格我谈过他也说爱我但是他改不了我也不知道要怎么做了今儿看电视爱情保卫战主持人跟大家说有时候不知道怎么办的时候最好的办法就是站在原地不动什么也不做先梳理好自己的内心嗯我知道我觉得现在分不分都是难受那就先做好我自己做到离开他不会伤心欲绝就是了	others
来我还买了一个两块钱的维c药店的人说如果内服的话不要用这种一共才四块钱可是我棉签花了12块	我也有可是怎么用求教程	不会用哈哈哈哈哈我只用了维e	others
我看世纪佳缘跟百合网之类的网站都有这种充值返还话费的活动	世纪佳缘和百合最起码能提供服务~这种软件就是明目张胆的骗。并且骗出了几个亿的流水	看来闷声发大财的公司不少	others
唱山歌累，这边唱来那边喝，那边喝……	套马的汉子哟~威武雄壮哟~	我愿融化在你丰满的胸膛……	happy
晚安老婆	。。。这么说你家老婆会吃醋哒	不会的，因为还没有，像你这样的做我老婆最好不过了	others
表彰一个人难道不是看她的贡献么？生世只是加分减分项而已，无论她是被拐卖的还是支教的，她的贡献是无疑的.按答主的说法难道杀光奴隶主才是该被表彰的不屈精神？	贡献是贡献给谁的？女主从事的教师，是贡献给奴隶主的，为什么？因为工资连最低标准都没有，还时常没有工资。是的，在奴隶主依旧存在的情况下，奴隶所有的贡献，都不是自己的，都是奴隶主的。你去表彰一个给奴隶主拼命工作的奴隶？	短期来看贡献是给奴隶主，可宏观上看是为下一代普及知识，瓦解所谓奴隶制作出贡献.如果她是勤劳做家务三从四德被表扬那我无话可说....	others
你们说犬夜叉到底喜欢戈薇还是桔梗	对桔梗开始是各种不理解啊不过最后超爱她她死在犬夜叉怀里的时候太悲了啊她是个聪明善良又单纯的女人额其实我想过要是她能和杀生丸一起也不错那也是个聪明善良又单纯的男人话说很配啊	啊哈哈支持这对儿真心不错	happy
别太悲观吧，虽然这种事情确实让人很难受，但有时候我看到国内不少姑娘对男人们都不抱一点好感和希望也是挺心塞的（在知乎上就看过十个以上了...）还是请相信好男人不少吧......	自我感觉不是很良好   好男人配好女人     我还是单身好了	🙄	others
翻到一个老视频44届金马奖的李云迪和汤唯颁奖	不是有媒体人爆料王就是那年跟教授要的电话吗不过如今我宁愿两个人并无交集过	我其实萌他的川普哈哈哈他们这段颁奖设计的还蛮给李的台词有一句是大会希望你带给我灵感什么的	happy
我不小了	其实也没啥，就是类似于骗赞骗人叫爸爸的。	好吧	others
这是规定？还是习惯？	管理档案按照档案法来不应该么  你开车不按照交通规则?	哦 谢谢啦 我想明白啦	others
啊啊啊啊啊啊啊！我男神啊！！鸡冻	可惜了，我不搞基	哈哈哈	happy
哪条法律规定只能更换发动机的？这位朋友能解答一下吗？	汽车三包政策本来就受法律条文保护	制定三包的出发点是维护消费者的利益，一个新车还没开出门发动机就坏了，也可能这个发动机本身就存在质量问题，如果以您说的这个三包规定，只能换发动机的逻辑的话，这并不是维护消费者的权益啊，这和制定三包规定的初衷相违背。为什么不从合同法，消费者权益保护法来考虑呢	others
震惊，女孩子在被公车上做这种事之后，竟然这么说，震惊十四亿中国人	明天到UC报道	放肆，我是UC震惊部经理	happy
好像是普通版没组策略...	那就无法用证书预防了？	可以的，晚上我更新一下	others
记得当初吧里也讨论过鲁尼成为小斯的可能，我怎么记得结论是差的不是一星半点。也就刚改打中场鲁尼让人惊喜了一会，之后都说除了防守哪方面都不如小斯了	那年是12年了吧，鲁尼还没太退步。不过机动性能差了，有一次鲁尼在中场表现可以。一群人说鲁尼视野好，传球准的。我就说差的太远了，后来讨论不行是因为都知道鲁尼技术了。13年之前有些人都把鲁尼未来接班斯科尔斯作为必然了。鲁尼技术，视野，摆脱，组织，后插上没一个比老斯强的。唯独防守可能比老斯强些吧	九千岁 立滚曼 黑我队长 王八蛋	angry
总结一下北京的三次巨响五棵松东直门石景山	阿芙乐尔号巡洋舰上的一声巨响拉开了进攻冬宫战役的总序幕拉开了俄国伟大的十月革命的序幕	哈哈哈哈哈哈哈哈哈哈哈哈哈我看着你回复笑的手机都掉了哈哈哈哈哈哈	happy
平庸的人哪里都有	所以你这句话等于没说，不平庸的人干什么都会出人头地，马化腾，丁磊，李彦宏都技术出身，我是不是可以说你干码农干的平庸是你自己问题，和行业没一点关系？	可以，人生来就不平等，之后随着时间差距也越来越大，比尔盖茨哪怕去卖狗，也是最大的狗贩	others
然而并没有。现在几乎已经到达失联的状态了。女方并不太愿意过多让我们看到她现在的处境，我们（包括小职员在内）给她打电话发消息很少回复。最近一次看到她也差不多快半年了。说实话去她现在的生活状态很糟糕，房间很乱、碗筷也不收拾，整个人非常地颓废。我们说什么她也听不进去。现在的她和我们励志故事里的独立勇敢的英雄女性形象相差太远了。	她没有继续接受心理治疗吗？小职员难能可贵呢！	从我得到的信息来看：在接受治疗，应该还有一定程度的心理援助。	others
今天的局结束了哈	ang	节后第一天都快睡着了学生太幸福了	others
在日本经常看到残疾人坐着轮椅上下班，还有盲人牵着导盲犬上下班，感慨啊，这不是盖多少高楼大厦就能赶上的。	为什么现在关于这种问题的下面评论区，总喜欢拿日本比啊！我们真正发展起来才多少年，有些东西比不上很正常吧，但总拿日本比这比那的，让我有点不舒服了。	号称世界第一跟亚洲第一比一下怎么了嘛？你不舒服？自身找找原因	angry
